url,title,source_domain,crawled_at
https://indianexpress.com/article/business/mospi-item-weights-new-cpi-series-inflation-data-forecasters-10442214/,"MoSPI to release item weights in new CPI series before inflation data to help forecasters | Business News - The Indian Express",indianexpress.com,2025-12-27T21:46:42.323669
https://indianexpress.com/article/business/lvmh-backed-private-equity-firm-l-catterton-haldirams-stake-10429378/,"LVMH-backed private equity firm L Catterton picks up stake in Haldiram’s | Business News - The Indian Express",indianexpress.com,2025-12-27T21:46:44.463597
https://indianexpress.com/article/business/mufg-deal-a-huge-endorsement-of-indias-progress-shriram-finance-10433479/,"‘MUFG deal a huge endorsement of India’s progress’: Shriram Finance",indianexpress.com,2025-12-27T21:46:47.292556
https://indianexpress.com/article/business/policy-interest-rate-macroeconomic-stability-rbi-mpc-member-saugata-bhattacharya-gdp-inflation-10439113/,"Policy interest rate consistent with macroeconomic stability, says RBI MPC member Saugata Bhattacharya | Business News - The Indian Express",indianexpress.com,2025-12-27T21:46:50.266660
https://indianexpress.com/article/business/india-new-zealand-wrap-fta-talks-aim-to-double-trade-in-five-years-10433839/,"India, New Zealand wrap FTA talks, aim to double trade in five years | Business News - The Indian Express",indianexpress.com,2025-12-27T21:46:53.030938
https://indianexpress.com/article/india/ankita-bhandari-case-resurfaces-state-bjp-in-charge-reacts-after-his-name-is-dragged-into-row-10440840/,"Ankita Bhandari case resurfaces: State BJP in-charge reacts after his name is dragged into row | India News - The Indian Express",indianexpress.com,2025-12-27T21:46:54.652567
https://indianexpress.com/article/business/us-deal-insufficient-india-trade-export-growth-cii-director-general-chandrajit-banerjee-10442250/,"US deal alone insufficient to secure India’s long-term trade, export growth: CII Director General Chandrajit Banerjee",indianexpress.com,2025-12-27T21:46:57.089939
https://indianexpress.com/article/india/amit-shah-nia-pahalgam-terror-attack-10440562/,"Agencies around the world will study NIA’s probe into Pahalgam attack in coming days: Shah | India News - The Indian Express",indianexpress.com,2025-12-27T21:46:58.801829
https://indianexpress.com/article/india/congress-mgnrega-protest-jan-5-of-vbgramg-act-kharge-cwc-meet-10441757/,"Congress to launch ‘MGNREGA Bachao’ protest on Jan 5, demand repeal of VB-G RAM G Act: Kharge | India News - The Indian Express",indianexpress.com,2025-12-27T21:47:01.304819
https://indianexpress.com/article/india/deadly-violence-in-karbi-anglong-prompts-himanta-intervention-licences-of-commercial-establishments-on-contentious-land-to-be-cancelled-10440842/,"Deadly violence in Karbi Anglong prompts Himanta intervention: Licences of commercial establishments on contentious land to be cancelled | India News - The Indian Express",indianexpress.com,2025-12-27T21:47:02.581406
https://indianexpress.com/article/business/net-fdi-outflow-again-in-oct-foreign-repatriations-indian-firms-overseas-investment-above-8-billion-10433593/,"Net FDI outflow again in Oct; foreign repatriations, Indian firms’ overseas investment above $8 billion | Business News - The Indian Express",indianexpress.com,2025-12-27T21:47:04.294118
https://indianexpress.com/article/india/assam-draft-voter-roll-ten-lakh-names-deletion-correction-10441937/,"Assam draft voter roll flags over 10 lakh names for deletion, correction after door-to-door survey | India News - The Indian Express",indianexpress.com,2025-12-27T21:47:06.118942
https://indianexpress.com/article/business/rbi-to-inject-rs-290000-crore-liquidity-via-securities-purchase-swap-auction-10435342/,"RBI to inject Rs 290,000 crore liquidity via securities purchase, swap auction | Business News - The Indian Express",indianexpress.com,2025-12-27T21:47:07.313062
https://indianexpress.com/article/india/indian-railways-ridership-2025-passengers-travelled-train-november-10441931/,"Indian Railways ridership 2025: Over 693 crore passengers travelled by train till November | India News - The Indian Express",indianexpress.com,2025-12-27T21:47:08.571397
https://indianexpress.com/article/india/delhi-on-rahman-return-polls-must-be-free-inclusive-10440885/,"Khaleda Zia's son Tarique Rahman returns to Bangladesh, India reacts",indianexpress.com,2025-12-27T21:47:11.359225
https://indianexpress.com/article/india/mirwaiz-coercion-authorities-hurriyat-tag-x-stopped-leading-prayers-10440469/,"Mirwaiz alleges ‘coercion by authorities’ over Hurriyat tag on X, says he was stopped from leading prayers",indianexpress.com,2025-12-27T21:47:12.936569
https://indianexpress.com/article/political-pulse/maharashtra-local-polls-were-not-a-fair-battle-what-shinde-spent-could-very-well-revive-a-poor-countrys-economy-state-congress-chief-10433452/,"‘Maharashtra local polls were not a fair battle … What Shinde spent could very well revive a poor country’s economy’: State Congress chief | Political Pulse News - The Indian Express",indianexpress.com,2025-12-27T21:47:14.123590
https://indianexpress.com/article/india/shashi-tharoor-ashwini-vaishnaw-reconsider-omission-thiruvananthapuram-railways-48-city-list-10442216/,"Shashi Tharoor writes to Railway Minister over omission of Thiruvananthapuram from vision 2030 upgrades | India News - The Indian Express",indianexpress.com,2025-12-27T21:47:15.861576
https://indianexpress.com/article/india/unnao-rape-case-cbi-files-slp-delhi-hc-order-unnao-rape-case-10440650/,"Kuldeep Sengar Order: Delhi HC's Suspension of Life Sentence “Contrary to Law” and “Perverse”, says CBI",indianexpress.com,2025-12-27T21:47:18.490815
https://indianexpress.com/article/political-pulse/under-6-per-cent-of-bjps-donations-came-from-individuals-congress-share-26-per-cent-10437820/,"Under 6% of BJP’s donations came from individuals, Congress share 26% | Political Pulse News - The Indian Express",indianexpress.com,2025-12-27T21:47:21.377357
https://indianexpress.com/article/india/tejas-shatabdi-vande-bharat-gatimaan-premium-train-cheapest-in-india-10441643/,"Cheapest Premium Train Ticket Price Comparison in India: Tejas vs Shatabdi vs Vande Bharat vs Gatimaan",indianexpress.com,2025-12-27T21:47:23.933942
https://indianexpress.com/article/political-pulse/congress-cwc-meeting-digvijaya-singh-praise-rss-bjp-10441817/,"Congress discontent simmers amid CWC meet as Digvijaya ‘praise’ for RSS, BJP sparks row | Political Pulse News - The Indian Express",indianexpress.com,2025-12-27T21:47:25.636569
https://indianexpress.com/article/india/negligible-progress-nhai-notice-to-firm-on-ending-contract-for-delhi-mumbai-expressway-work-10440880/,"‘Negligible progress’: NHAI notice to firm on ending contract for Delhi-Mumbai Expressway work | India News - The Indian Express",indianexpress.com,2025-12-27T21:47:27.365452
https://techcrunch.com/2025/03/12/garantex-administrator-arrested-in-india-under-extradition-law/,"Garantex administrator arrested in India at request of US authorities | TechCrunch",techcrunch.com,2025-12-27T21:47:28.726747
https://indianexpress.com/article/political-pulse/as-karnataka-congress-leadership-row-drags-on-hopes-pinned-on-delhi-meet-in-january-10434949/,"As Karnataka Congress leadership row drags on, hopes pinned on Delhi meet in January | Political Pulse News - The Indian Express",indianexpress.com,2025-12-27T21:47:30.099385
https://indianexpress.com/article/political-pulse/mumbai-to-marathi-manoos-amid-reunion-with-raj-why-uddhav-invoked-samyukta-maharashtra-10437777/,"Mumbai to Marathi manoos: Amid reunion with Raj, why Uddhav invoked Samyukta Maharashtra | Political Pulse News - The Indian Express",indianexpress.com,2025-12-27T21:47:32.056436
https://indianexpress.com/article/political-pulse/as-cpi-turns-100-a-look-at-its-first-conclave-presidents-speech-criticising-gandhis-khadi-push-to-hailing-tilak-10439182/,"100 years of CPI: What the party discussed at first meeting in Kanpur",indianexpress.com,2025-12-27T21:47:33.473441
https://indianexpress.com/article/political-pulse/kerala-elections-congress-shift-tickets-youth-women-lop-satheesan-10442141/,"‘Kerala elections will see Congress generational shift with 50% tickets for youth, women’: LoP Satheesan",indianexpress.com,2025-12-27T21:47:35.838608
https://indianexpress.com/article/political-pulse/pm-modi-paid-tribute-to-a-dalit-king-on-vajpayees-birth-anniversary-who-is-maharaja-bijli-pasi-10440762/,"PM Modi paid tribute to a Dalit king on Vajpayee’s birth anniversary: Who is Maharaja Bijli Pasi? | Political Pulse News - The Indian Express",indianexpress.com,2025-12-27T21:47:37.630576
https://indianexpress.com/article/india/modi-at-pradhan-mantri-rashtriya-bal-puraskar-linguistic-diversity-our-strength-to-end-slave-mentality-10440895/,"Modi at Pradhan Mantri Rashtriya Bal Puraskar: Linguistic diversity our strength to end slave mentality | India News - The Indian Express",indianexpress.com,2025-12-27T21:47:39.742200
https://indianexpress.com/article/india/redevelopment-of-new-delhi-railway-station-two-new-buildings-planned-to-serve-7-lakh-passengers-daily-10442023/,"New Delhi Railway Station Redevelopment: Two New Buildings to Serve 7 Lakh Passengers Daily Under Amrit Bharat Scheme",indianexpress.com,2025-12-27T21:47:42.464458
https://indianexpress.com/article/india/winter-forecast-north-india-imd-fog-cold-wave-snowfall-till-january-10441503/,"IMD Winter Forecast: Dense Fog, Cold Wave and Snowfall",indianexpress.com,2025-12-27T21:47:43.564517
https://indianexpress.com/article/political-pulse/karnataka-houses-india-first-anti-hate-law-sound-heat-but-little-light-10438682/,"How Karnataka Houses debated India’s first anti-hate law: Sound and heat but little light",indianexpress.com,2025-12-27T21:47:45.829620
https://techcrunch.com/2025/03/27/krafton-acquires-controlling-stake-in-indian-gaming-studio-nautilus-mobile-for-14m/,"Krafton acquires controlling stake in Indian gaming studio Nautilus Mobile for $14M | TechCrunch",techcrunch.com,2025-12-27T21:47:48.040135
https://techcrunch.com/2025/04/16/indias-uber-rival-blusmart-appears-to-suspend-service-in-wake-of-ev-loan-probe/,"India’s Uber-rival BluSmart appears to suspend service in wake of EV loan probe | TechCrunch",techcrunch.com,2025-12-27T21:47:49.802340
https://techcrunch.com/2025/04/08/apple-might-import-more-iphones-from-india-to-side-step-china-tariffs/,"Apple might import more iPhones from India to sidestep China tariffs | TechCrunch",techcrunch.com,2025-12-27T21:47:52.771588
https://techcrunch.com/2025/08/18/openai-launches-a-sub-5-chatgpt-plan-in-india/,"OpenAI launches a sub-$5 ChatGPT plan in India | TechCrunch",techcrunch.com,2025-12-27T21:47:54.211661
https://timesofindia.indiatimes.com/india/cwc-meet-congress-leaders-huddle-up-in-delhi-siddaramaiah-dks-and-tharoor-in-attendance/articleshow/126201922.cms,"CWC meet: Congress leaders huddle up in Delhi; Siddaramaiah, DKS and Tharoor in attendance | India News - The Times of India",timesofindia.indiatimes.com,2025-12-27T21:47:56.762440
https://techcrunch.com/2025/09/26/thousands-of-indian-bank-transfer-records-found-online/,"Thousands of Indian bank transfer records found spilling online after security lapse | TechCrunch",techcrunch.com,2025-12-27T21:47:59.046022
https://timesofindia.indiatimes.com/education/news/dsssb-exams-postponed-as-delhi-considers-raising-age-limit-for-teacher-recruitment-posts/articleshow/126204724.cms,"DSSSB exams postponed as Delhi considers raising age limit for teacher and other posts - The Times of India",timesofindia.indiatimes.com,2025-12-27T21:48:01.062580
https://techcrunch.com/2025/09/01/indian-grocery-startup-citymall-raises-47m-to-challenge-ultra-fast-delivery-giants/,"Indian grocery startup Citymall raises $47M to challenge ultra-fast delivery giants | TechCrunch",techcrunch.com,2025-12-27T21:48:02.806504
https://www.indiatoday.in/cities/delhi/story/150-arrested-over-40-weapons-and-drugs-seized-in-massive-operation-in-delhi-ahead-of-new-year-2842461-2025-12-27?utm_source=rss,"New Year crackdown in Delhi: 285 arrested, 40 weapons, drugs seized in massive operation - Delhi News | India Today",www.indiatoday.in,2025-12-27T21:48:05.060018
https://timesofindia.indiatimes.com/sports/cricket/news/day-cricket-stopped-at-kotla-how-a-hair-transplant-delhi-pitch-abandoned-india-vs-sri-lanka-odi-in-2009/articleshow/126204781.cms,"Day cricket stopped at Kotla: How a 'hair transplant' Delhi pitch abandoned India vs Sri Lanka ODI in 2009 | Cricket News - The Times of India",timesofindia.indiatimes.com,2025-12-27T21:48:06.168766
https://timesofindia.indiatimes.com/sports/cricket/news/ayush-mhatre-to-lead-india-at-u19-world-cup-vaibhav-sooryavanshi-named-captain-for-south-africa-tour/articleshow/126205723.cms,"Ayush Mhatre to lead India at U19 World Cup; Vaibhav Sooryavanshi named captain for South Africa tour | Cricket News - The Times of India",timesofindia.indiatimes.com,2025-12-27T21:48:07.562374
https://techcrunch.com/2025/11/17/sequoia-backed-fintech-aspora-will-let-indian-diaspora-pay-bills-back-home/,"Sequoia-backed fintech Aspora will let Indian diaspora pay bills back home | TechCrunch",techcrunch.com,2025-12-27T21:48:10.470573
https://timesofindia.indiatimes.com/india/power-of-organisation-congress-digvijaya-singh-praises-rss-photo-highlights-modis-rise-from-worker-to-pm-what-he-said/articleshow/126202988.cms,"'Power of organisation': Congress' Digvijaya Singh praises RSS photo, highlights Modi's rise from worker to PM — what he said | India News - The Times of India",timesofindia.indiatimes.com,2025-12-27T21:48:12.632252
https://techcrunch.com/2025/05/15/trump-tells-apples-ceo-to-stop-expanding-iphone-production-in-india/,"Trump tells Apple's CEO to stop expanding iPhone production in India | TechCrunch",techcrunch.com,2025-12-27T21:48:14.961564
https://www.hindustantimes.com/india-news/digvijaya-singh-stirs-row-with-pm-modis-throwback-pick-bjp-invokes-obama-to-attack-congress-101766830719479.html,"Digvijaya Singh stirs row with PM Modi's throwback pic, BJP invokes Obama to attack Congress | India News",www.hindustantimes.com,2025-12-27T21:48:17.609949
https://techcrunch.com/2025/05/13/meta-to-start-selling-its-ray-ban-smart-glasses-in-india-from-may-19/,"Meta to start selling its Ray-Ban smart glasses in India on May 19 | TechCrunch",techcrunch.com,2025-12-27T21:48:20.225701
https://timesofindia.indiatimes.com/india/karnataka-cm-vs-kerala-cm-siddaramaiah-hits-out-at-pinarayi-vijayan-over-north-indian-bulldozer-justice-remark-calls-it-politically-motivated/articleshow/126205650.cms,"Karnataka CM vs Kerala CM: Siddaramaiah hits out at Pinarayi Vijayan over 'North Indian bulldozer justice' remark; calls it 'politically motivated' | India News - The Times of India",timesofindia.indiatimes.com,2025-12-27T21:48:21.871874
https://timesofindia.indiatimes.com/india/rahul-gandhi-hates-india-bjp-cites-shashi-tharoors-remarks-on-indias-foreign-policy-what-opposition-mp-said/articleshow/126203328.cms,"'Rahul Gandhi hates India': BJP cites Shashi Tharoor's remarks on India's foreign policy; what opposition MP said | India News - The Times of India",timesofindia.indiatimes.com,2025-12-27T21:48:23.935934
https://timesofindia.indiatimes.com/india/congress-part-of-global-progressive-alliance-bjp-targets-rahul-gandhis-germany-visit-accuses-it-of-anti-india-activities-sam-pitroda/articleshow/126202543.cms,"Congress part of Global Progressive Alliance? BJP targets Rahul Gandhi's Germany visit; accuses it of 'anti-India' activities | India News - The Times of India",timesofindia.indiatimes.com,2025-12-27T21:48:26.274003
https://techcrunch.com/2025/12/10/google-launches-sub-5-ai-plus-plan-in-india-to-compete-with-chatgpt-go/,"Google launches sub-$5 AI Plus plan in India to compete with ChatGPT Go | TechCrunch",techcrunch.com,2025-12-27T21:48:28.706358
https://www.indiatoday.in/india/story/digvijaya-singh-pm-modi-photo-praises-rss-bjp-controversy-congress-rift-2842578-2025-12-27?utm_source=rss,"Digvijaya Singh shares PM Narendra Modi image praises RSS and BJP - India Today",www.indiatoday.in,2025-12-27T21:48:31.129811
https://www.indiatoday.in/india/story/aap-to-make-debut-in-navi-mumbai-bhiwandi-civic-polls-plans-wide-contest-2842694-2025-12-27?utm_source=rss,"AAP to make debut in Navi Mumbai, Bhiwandi civic polls - India Today",www.indiatoday.in,2025-12-27T21:48:33.710852
https://www.indiatoday.in/elections/story/mahayuti-alliance-seat-sharing-talks-agreement-mumbai-bmc-polls-thane-kalyan-dombivli-shiv-sena-bjp-devendra-fadnavis-eknath-shinde-2841537-2025-12-25?utm_source=rss,"Mahayuti alliance seat-sharing stalemate on Mumbai BMC elections remains: Devendra Fadnavis BJP offers 75, Shiv Sena wants over 100 - India Today",www.indiatoday.in,2025-12-27T21:48:35.185344
https://www.indiatoday.in/trending-news/story/delhi-woman-says-bengaluru-should-be-indias-national-capital-internet-reacts-2841806-2025-12-25?utm_source=rss,"Delhi woman says Bengaluru should be India’s national capital. Internet reacts - India Today",www.indiatoday.in,2025-12-27T21:48:36.930550
https://www.news18.com/business/savings-and-investments/gold-prices-rise-today-december-27-check-24k-22k-rates-in-delhi-mumbai-other-cities-ws-l-9794410.html,"Gold Prices Rise Today, December 27: Check 24K & 22K Rates In Delhi, Mumbai & Other Cities | Savings and Investments News - News18",www.news18.com,2025-12-27T21:48:38.149577
https://www.livemint.com/news/world/australia-warns-against-counterfeit-rabies-vaccine-in-india-what-advisory-says-and-how-abhayrab-manufacturer-reacted-11766842416459.html,"Australia warns against counterfeit rabies vaccine in India: What advisory says and how 'Abhayrab' manufacturer reacted | Today News",www.livemint.com,2025-12-27T21:48:39.434343
https://www.indiatoday.in/sports/cricket/story/sourav-ganguly-sa20-coaching-debut-pretoria-capitals-loss-jsk-2842755-2025-12-27?utm_source=rss,"Sourav Ganguly’s SA20 coaching debut ends in defeat as Pretoria Capitals get beaten by Jo'burg Super Kings - India Today",www.indiatoday.in,2025-12-27T21:48:41.326726
https://www.livemint.com/news/india/digvijay-singh-clarifies-his-power-of-organisation-remark-amid-row-says-lauded-sangathan-but-against-rss-pm-modi-11766835926341.html,"Digvijay Singh clarifies his ‘power of organisation’ remark amid row, says lauded ‘Sangathan’ but against RSS, PM Modi | Today News",www.livemint.com,2025-12-27T21:48:42.402755
https://www.news18.com/india/a-wing-named-life-nita-ambani-unveils-new-cancer-dialysis-wing-jeevan-at-mumbais-sir-hn-hospital-9794228.html,"A Wing Named Life: Nita Ambani Unveils New Cancer & Dialysis Wing JEEVAN At Mumbai's Sir HN Hospital | India News - News18",www.news18.com,2025-12-27T21:48:44.239579
https://www.news18.com/india/over-20-of-delhis-groundwater-samples-unsafe-due-to-high-nitrate-levels-cgwb-report-9794772.html,"Over 20% Of Delhi’s Groundwater Samples Unsafe Due To High Nitrate Levels: Report | India News - News18",www.news18.com,2025-12-27T21:48:46.357782
https://www.livemint.com/news/world/canada-indian-consulate-in-toronto-establishes-one-stop-centre-to-support-women-in-distress-11766843866915.html,"Canada: Indian consulate in Toronto establishes ‘one stop centre’ to support women in distress | Today News",www.livemint.com,2025-12-27T21:48:48.534053
https://www.livemint.com/news/india/aaghat-3-0-delhi-police-launches-massive-op-ahead-of-new-year-600-arrests-rs-2-crore-cannabis-pistols-seized-11766821622944.html,"Aaghat 3.0: Delhi Police launches massive Op ahead of New Year — 600+ arrests,  ₹2 crore, cannabis, pistols seized | Today News",www.livemint.com,2025-12-27T21:48:50.589774
https://www.livemint.com/news/india/smog-returns-to-delhi-aqi-slips-to-very-poor-range-51-flight-delays-at-igi-airport-as-haze-reduces-visibility-11766812751750.html,"Smog returns to Delhi: AQI slips to ‘very poor’ range, 51% flight delays at IGI airport as haze reduces visibility | Today News",www.livemint.com,2025-12-27T21:48:53.512722
https://www.news18.com/politics/congress-vs-congress-on-display-bjp-after-digvijaya-singh-praises-rss-bjp-organisational-power-9795187.html,"Digvijaya Singh Praises Sangh With PM Modi's Throwback Photo; BJP Swipes At Congress | Politics News - News18",www.news18.com,2025-12-27T21:48:56.500156
https://www.livemint.com/news/india/from-russia-with-love-why-indian-labour-is-beginning-to-throng-moscow-11766830056920.html,"From Russia with love: Why Indian labour is beginning to throng Moscow | Today News",www.livemint.com,2025-12-27T21:48:59.240574
https://www.indiatoday.in/india/story/indian-railways-kavach-automatic-train-protection-rollout-mumbai-delhi-kolkata-route-delayed-2842699-2025-12-27?utm_source=rss,"Indian Railways’ Kavach rollout on Mumbai-Delhi-Kolkata route delayed again - India Today",www.indiatoday.in,2025-12-27T21:49:00.839943
https://www.news18.com/business/economy/indian-tech-hiring-2025-meta-apple-google-amazon-add-32000-jobs-amid-h-1b-curbs-9793242.html,"Indian Tech Hiring 2025: Meta, Apple, Google, Amazon Add 32,000 Jobs Amid H-1B Curbs | Economy News - News18",www.news18.com,2025-12-27T21:49:02.142391
https://www.livemint.com/companies/news/policy-reforms-digital-surge-power-indias-insurance-sector-in-2025-leaders-11766666271438.html,"Policy reforms, digital surge power Indias insurance sector in 2025: Leaders  | Company Business News",www.livemint.com,2025-12-27T21:49:04.425813
https://www.indiatoday.in/india/story/over-10-lakh-names-dropped-assam-draft-sir-voter-roll-2842757-2025-12-27?utm_source=rss,"Over 10.56 lakh names dropped from Assam's draft SIR voter roll - India Today",www.indiatoday.in,2025-12-27T21:49:05.444806
https://www.indiatoday.in/india/story/k-pop-k-wave-ayodhya-princess-suriratna-queen-heo-hwang-ok-up-new-park-statue-south-korea-india-2842493-2025-12-27?utm_source=rss,"Uttar Pradesh News: Before K-wave came to India, an Ayodhya princess took India wave to Korea - India Today",www.indiatoday.in,2025-12-27T21:49:06.808270
https://www.thehindu.com/business/gccs-keep-indias-tech-job-market-alive-even-as-it-services-industry-embarks-on-a-hiring-moratorium/article70437198.ece,"GCCs keep India’s tech job market alive, even as IT services industry embarks on a hiring moratorium - The Hindu",www.thehindu.com,2025-12-27T21:49:09.293238
https://timesofindia.indiatimes.com/city/allahabad,"Prayagraj News: Latest Headlines, Live Updates & Allahabad Samachar",timesofindia.indiatimes.com,2025-12-27T21:52:26.821998
https://timesofindia.indiatimes.com/city/kozhikode,"Kozhikode News: Latest Headlines, District Updates & Breaking News - Times of India",timesofindia.indiatimes.com,2025-12-27T21:53:37.792567
